user_id,signup_date,signup_source,step_name,step_timestamp,activity_date,event_type,cohort_date,days_since_signup,is_active
63,2023-07-12,Web,landing_page,2023-07-12 18:05:00,2023-07-12,signup,2023-07-12,0,0
63,2023-07-12,Web,signup_start,2023-07-12 18:30:00,2023-07-12,signup,2023-07-12,0,0
63,2023-07-12,Web,otp_requested,2023-07-12 19:03:00,2023-07-12,otp,2023-07-12,0,0
63,2023-07-12,Web,otp_verified,2023-07-12 19:31:00,2023-07-12,otp,2023-07-12,0,0
63,2023-07-12,Web,account_created,2023-07-12 20:04:00,2023-07-12,create_account,2023-07-12,0,1
64,2023-07-15,Mobile,landing_page,2023-07-15 14:04:00,2023-07-15,signup,2023-07-15,0,0
64,2023-07-15,Mobile,signup_start,2023-07-15 14:30:00,2023-07-15,signup,2023-07-15,0,0
64,2023-07-15,Mobile,otp_requested,2023-07-15 15:04:00,2023-07-15,otp,2023-07-15,0,0
64,2023-07-15,Mobile,otp_verified,2023-07-15 15:30:00,2023-07-15,otp,2023-07-15,0,0
64,2023-07-15,Mobile,account_created,2023-07-15 16:03:00,2023-07-15,create_account,2023-07-15,0,1
65,2023-07-16,Mobile,landing_page,2023-07-16 16:05:00,2023-07-16,signup,2023-07-16,0,0
65,2023-07-16,Mobile,signup_start,2023-07-16 16:33:00,2023-07-16,signup,2023-07-16,0,0
65,2023-07-16,Mobile,otp_requested,2023-07-16 17:02:00,2023-07-16,otp,2023-07-16,0,0
65,2023-07-16,Mobile,otp_verified,2023-07-16 17:33:00,2023-07-16,otp,2023-07-16,0,0
65,2023-07-16,Mobile,account_created,2023-07-16 18:05:00,2023-07-16,create_account,2023-07-16,0,1
66,2023-07-23,Mobile,landing_page,2023-07-23 09:03:00,2023-07-23,signup,2023-07-23,0,0
66,2023-07-23,Mobile,signup_start,2023-07-23 09:32:00,2023-07-23,signup,2023-07-23,0,0
66,2023-07-23,Mobile,otp_requested,2023-07-23 10:00:00,2023-07-23,otp,2023-07-23,0,0
66,2023-07-23,Mobile,otp_verified,2023-07-23 10:32:00,2023-07-23,otp,2023-07-23,0,0
66,2023-07-23,Mobile,account_created,2023-07-23 11:01:00,2023-07-23,create_account,2023-07-23,0,1
67,2023-07-17,Mobile,landing_page,2023-07-17 11:02:00,2023-07-17,signup,2023-07-17,0,0
67,2023-07-17,Mobile,signup_start,2023-07-17 11:35:00,2023-07-17,signup,2023-07-17,0,0
67,2023-07-17,Mobile,otp_requested,2023-07-17 12:02:00,2023-07-17,otp,2023-07-17,0,0
67,2023-07-17,Mobile,otp_verified,2023-07-17 12:32:00,2023-07-17,otp,2023-07-17,0,0
67,2023-07-17,Mobile,account_created,2023-07-17 13:04:00,2023-07-17,create_account,2023-07-17,0,1
68,2023-07-30,Mobile,landing_page,2023-07-30 17:05:00,2023-07-30,signup,2023-07-30,0,0
68,2023-07-30,Mobile,signup_start,2023-07-30 17:30:00,2023-07-30,signup,2023-07-30,0,0
68,2023-07-30,Mobile,otp_requested,2023-07-30 18:04:00,2023-07-30,otp,2023-07-30,0,0
68,2023-07-30,Mobile,otp_verified,2023-07-30 18:32:00,2023-07-30,otp,2023-07-30,0,0
68,2023-07-30,Mobile,account_created,2023-07-30 19:03:00,2023-07-30,create_account,2023-07-30,0,1
69,2023-07-18,Web,landing_page,2023-07-18 14:04:00,2023-07-18,signup,2023-07-18,0,0
69,2023-07-18,Web,signup_start,2023-07-18 14:33:00,2023-07-18,signup,2023-07-18,0,0
70,2023-07-13,Web,landing_page,2023-07-13 11:02:00,2023-07-13,signup,2023-07-13,0,0
70,2023-07-13,Web,signup_start,2023-07-13 11:33:00,2023-07-13,signup,2023-07-13,0,0
70,2023-07-13,Web,otp_requested,2023-07-13 12:04:00,2023-07-13,otp,2023-07-13,0,0
70,2023-07-13,Web,otp_verified,2023-07-13 12:35:00,2023-07-13,otp,2023-07-13,0,0
70,2023-07-13,Web,account_created,2023-07-13 13:03:00,2023-07-13,create_account,2023-07-13,0,1
71,2023-07-23,Mobile,landing_page,2023-07-23 10:04:00,2023-07-23,signup,2023-07-23,0,0
71,2023-07-23,Mobile,signup_start,2023-07-23 10:32:00,2023-07-23,signup,2023-07-23,0,0
71,2023-07-23,Mobile,otp_requested,2023-07-23 11:04:00,2023-07-23,otp,2023-07-23,0,0
71,2023-07-23,Mobile,otp_verified,2023-07-23 11:30:00,2023-07-23,otp,2023-07-23,0,0
71,2023-07-23,Mobile,account_created,2023-07-23 12:04:00,2023-07-23,create_account,2023-07-23,0,1
72,2023-07-23,Mobile,landing_page,2023-07-23 14:02:00,2023-07-23,signup,2023-07-23,0,0
72,2023-07-23,Mobile,signup_start,2023-07-23 14:33:00,2023-07-23,signup,2023-07-23,0,0
72,2023-07-23,Mobile,otp_requested,2023-07-23 15:03:00,2023-07-23,otp,2023-07-23,0,0
72,2023-07-23,Mobile,otp_verified,2023-07-23 15:34:00,2023-07-23,otp,2023-07-23,0,0
72,2023-07-23,Mobile,account_created,2023-07-23 16:00:00,2023-07-23,create_account,2023-07-23,0,1
73,2023-07-29,Mobile,landing_page,2023-07-29 11:05:00,2023-07-29,signup,2023-07-29,0,0
73,2023-07-29,Mobile,signup_start,2023-07-29 11:30:00,2023-07-29,signup,2023-07-29,0,0
73,2023-07-29,Mobile,otp_requested,2023-07-29 12:00:00,2023-07-29,otp,2023-07-29,0,0
73,2023-07-29,Mobile,otp_verified,2023-07-29 12:34:00,2023-07-29,otp,2023-07-29,0,0
73,2023-07-29,Mobile,account_created,2023-07-29 13:03:00,2023-07-29,create_account,2023-07-29,0,1
74,2023-07-24,Mobile,landing_page,2023-07-24 12:05:00,2023-07-24,signup,2023-07-24,0,0
74,2023-07-24,Mobile,signup_start,2023-07-24 12:32:00,2023-07-24,signup,2023-07-24,0,0
75,2023-07-25,Mobile,landing_page,2023-07-25 13:03:00,2023-07-25,signup,2023-07-25,0,0
75,2023-07-25,Mobile,signup_start,2023-07-25 13:34:00,2023-07-25,signup,2023-07-25,0,0
75,2023-07-25,Mobile,otp_requested,2023-07-25 14:04:00,2023-07-25,otp,2023-07-25,0,0
75,2023-07-25,Mobile,otp_verified,2023-07-25 14:35:00,2023-07-25,otp,2023-07-25,0,0
75,2023-07-25,Mobile,account_created,2023-07-25 15:00:00,2023-07-25,create_account,2023-07-25,0,1
76,2023-07-14,Mobile,landing_page,2023-07-14 16:03:00,2023-07-14,signup,2023-07-14,0,0
76,2023-07-14,Mobile,signup_start,2023-07-14 16:32:00,2023-07-14,signup,2023-07-14,0,0
76,2023-07-14,Mobile,otp_requested,2023-07-14 17:00:00,2023-07-14,otp,2023-07-14,0,0
76,2023-07-14,Mobile,otp_verified,2023-07-14 17:32:00,2023-07-14,otp,2023-07-14,0,0
76,2023-07-14,Mobile,account_created,2023-07-14 18:05:00,2023-07-14,create_account,2023-07-14,0,1
77,2023-07-18,Mobile,landing_page,2023-07-18 14:04:00,2023-07-18,signup,2023-07-18,0,0
77,2023-07-18,Mobile,signup_start,2023-07-18 14:33:00,2023-07-18,signup,2023-07-18,0,0
77,2023-07-18,Mobile,otp_requested,2023-07-18 15:05:00,2023-07-18,otp,2023-07-18,0,0
77,2023-07-18,Mobile,otp_verified,2023-07-18 15:35:00,2023-07-18,otp,2023-07-18,0,0
77,2023-07-18,Mobile,account_created,2023-07-18 16:05:00,2023-07-18,create_account,2023-07-18,0,1
78,2023-07-07,Web,landing_page,2023-07-07 16:01:00,2023-07-07,signup,2023-07-07,0,0
78,2023-07-07,Web,signup_start,2023-07-07 16:34:00,2023-07-07,signup,2023-07-07,0,0
78,2023-07-07,Web,otp_requested,2023-07-07 17:03:00,2023-07-07,otp,2023-07-07,0,0
78,2023-07-07,Web,otp_verified,2023-07-07 17:34:00,2023-07-07,otp,2023-07-07,0,0
78,2023-07-07,Web,account_created,2023-07-07 18:00:00,2023-07-07,create_account,2023-07-07,0,1
79,2023-07-16,Web,landing_page,2023-07-16 09:02:00,2023-07-16,signup,2023-07-16,0,0
79,2023-07-16,Web,signup_start,2023-07-16 09:35:00,2023-07-16,signup,2023-07-16,0,0
79,2023-07-16,Web,otp_requested,2023-07-16 10:02:00,2023-07-16,otp,2023-07-16,0,0
79,2023-07-16,Web,otp_verified,2023-07-16 10:35:00,2023-07-16,otp,2023-07-16,0,0
79,2023-07-16,Web,account_created,2023-07-16 11:03:00,2023-07-16,create_account,2023-07-16,0,1
80,2023-07-09,Web,landing_page,2023-07-09 11:02:00,2023-07-09,signup,2023-07-09,0,0
80,2023-07-09,Web,signup_start,2023-07-09 11:34:00,2023-07-09,signup,2023-07-09,0,0
80,2023-07-09,Web,otp_requested,2023-07-09 12:01:00,2023-07-09,otp,2023-07-09,0,0
80,2023-07-09,Web,otp_verified,2023-07-09 12:32:00,2023-07-09,otp,2023-07-09,0,0
80,2023-07-09,Web,account_created,2023-07-09 13:01:00,2023-07-09,create_account,2023-07-09,0,1
81,2023-07-22,Web,landing_page,2023-07-22 10:00:00,2023-07-22,signup,2023-07-22,0,0
81,2023-07-22,Web,signup_start,2023-07-22 10:33:00,2023-07-22,signup,2023-07-22,0,0
81,2023-07-22,Web,otp_requested,2023-07-22 11:03:00,2023-07-22,otp,2023-07-22,0,0
81,2023-07-22,Web,otp_verified,2023-07-22 11:35:00,2023-07-22,otp,2023-07-22,0,0
81,2023-07-22,Web,account_created,2023-07-22 12:04:00,2023-07-22,create_account,2023-07-22,0,1
82,2023-07-06,Mobile,landing_page,2023-07-06 09:01:00,2023-07-06,signup,2023-07-06,0,0
82,2023-07-06,Mobile,signup_start,2023-07-06 09:30:00,2023-07-06,signup,2023-07-06,0,0
82,2023-07-06,Mobile,otp_requested,2023-07-06 10:01:00,2023-07-06,otp,2023-07-06,0,0
82,2023-07-06,Mobile,otp_verified,2023-07-06 10:34:00,2023-07-06,otp,2023-07-06,0,0
82,2023-07-06,Mobile,account_created,2023-07-06 11:00:00,2023-07-06,create_account,2023-07-06,0,1
83,2023-07-06,Mobile,landing_page,2023-07-06 15:02:00,2023-07-06,signup,2023-07-06,0,0
83,2023-07-06,Mobile,signup_start,2023-07-06 15:33:00,2023-07-06,signup,2023-07-06,0,0
83,2023-07-06,Mobile,otp_requested,2023-07-06 16:02:00,2023-07-06,otp,2023-07-06,0,0
83,2023-07-06,Mobile,otp_verified,2023-07-06 16:34:00,2023-07-06,otp,2023-07-06,0,0
83,2023-07-06,Mobile,account_created,2023-07-06 17:02:00,2023-07-06,create_account,2023-07-06,0,1
84,2023-07-08,Web,landing_page,2023-07-08 09:02:00,2023-07-08,signup,2023-07-08,0,0
84,2023-07-08,Web,signup_start,2023-07-08 09:33:00,2023-07-08,signup,2023-07-08,0,0
84,2023-07-08,Web,otp_requested,2023-07-08 10:01:00,2023-07-08,otp,2023-07-08,0,0
84,2023-07-08,Web,otp_verified,2023-07-08 10:31:00,2023-07-08,otp,2023-07-08,0,0
85,2023-07-28,Mobile,landing_page,2023-07-28 09:01:00,2023-07-28,signup,2023-07-28,0,0
85,2023-07-28,Mobile,signup_start,2023-07-28 09:30:00,2023-07-28,signup,2023-07-28,0,0
85,2023-07-28,Mobile,otp_requested,2023-07-28 10:05:00,2023-07-28,otp,2023-07-28,0,0
85,2023-07-28,Mobile,otp_verified,2023-07-28 10:34:00,2023-07-28,otp,2023-07-28,0,0
85,2023-07-28,Mobile,account_created,2023-07-28 11:05:00,2023-07-28,create_account,2023-07-28,0,1
86,2023-07-02,Mobile,landing_page,2023-07-02 11:03:00,2023-07-02,signup,2023-07-02,0,0
86,2023-07-02,Mobile,signup_start,2023-07-02 11:30:00,2023-07-02,signup,2023-07-02,0,0
86,2023-07-02,Mobile,otp_requested,2023-07-02 12:04:00,2023-07-02,otp,2023-07-02,0,0
87,2023-07-04,Web,landing_page,2023-07-04 17:00:00,2023-07-04,signup,2023-07-04,0,0
87,2023-07-04,Web,signup_start,2023-07-04 17:33:00,2023-07-04,signup,2023-07-04,0,0
87,2023-07-04,Web,otp_requested,2023-07-04 18:02:00,2023-07-04,otp,2023-07-04,0,0
87,2023-07-04,Web,otp_verified,2023-07-04 18:31:00,2023-07-04,otp,2023-07-04,0,0
87,2023-07-04,Web,account_created,2023-07-04 19:01:00,2023-07-04,create_account,2023-07-04,0,1
88,2023-07-12,Mobile,landing_page,2023-07-12 11:02:00,2023-07-12,signup,2023-07-12,0,0
88,2023-07-12,Mobile,signup_start,2023-07-12 11:31:00,2023-07-12,signup,2023-07-12,0,0
88,2023-07-12,Mobile,otp_requested,2023-07-12 12:05:00,2023-07-12,otp,2023-07-12,0,0
88,2023-07-12,Mobile,otp_verified,2023-07-12 12:34:00,2023-07-12,otp,2023-07-12,0,0
88,2023-07-12,Mobile,account_created,2023-07-12 13:01:00,2023-07-12,create_account,2023-07-12,0,1
89,2023-07-13,Web,landing_page,2023-07-13 17:00:00,2023-07-13,signup,2023-07-13,0,0
89,2023-07-13,Web,signup_start,2023-07-13 17:30:00,2023-07-13,signup,2023-07-13,0,0
90,2023-07-17,Mobile,landing_page,2023-07-17 14:00:00,2023-07-17,signup,2023-07-17,0,0
90,2023-07-17,Mobile,signup_start,2023-07-17 14:30:00,2023-07-17,signup,2023-07-17,0,0
91,2023-07-18,Mobile,landing_page,2023-07-18 11:00:00,2023-07-18,signup,2023-07-18,0,0
91,2023-07-18,Mobile,signup_start,2023-07-18 11:33:00,2023-07-18,signup,2023-07-18,0,0
91,2023-07-18,Mobile,otp_requested,2023-07-18 12:05:00,2023-07-18,otp,2023-07-18,0,0
91,2023-07-18,Mobile,otp_verified,2023-07-18 12:35:00,2023-07-18,otp,2023-07-18,0,0
91,2023-07-18,Mobile,account_created,2023-07-18 13:03:00,2023-07-18,create_account,2023-07-18,0,1
92,2023-07-04,Mobile,landing_page,2023-07-04 10:04:00,2023-07-04,signup,2023-07-04,0,0
92,2023-07-04,Mobile,signup_start,2023-07-04 10:35:00,2023-07-04,signup,2023-07-04,0,0
92,2023-07-04,Mobile,otp_requested,2023-07-04 11:03:00,2023-07-04,otp,2023-07-04,0,0
92,2023-07-04,Mobile,otp_verified,2023-07-04 11:31:00,2023-07-04,otp,2023-07-04,0,0
92,2023-07-04,Mobile,account_created,2023-07-04 12:05:00,2023-07-04,create_account,2023-07-04,0,1
93,2023-07-22,Mobile,landing_page,2023-07-22 11:00:00,2023-07-22,signup,2023-07-22,0,0
93,2023-07-22,Mobile,signup_start,2023-07-22 11:30:00,2023-07-22,signup,2023-07-22,0,0
93,2023-07-22,Mobile,otp_requested,2023-07-22 12:00:00,2023-07-22,otp,2023-07-22,0,0
94,2023-07-16,Web,landing_page,2023-07-16 17:01:00,2023-07-16,signup,2023-07-16,0,0
94,2023-07-16,Web,signup_start,2023-07-16 17:32:00,2023-07-16,signup,2023-07-16,0,0
94,2023-07-16,Web,otp_requested,2023-07-16 18:01:00,2023-07-16,otp,2023-07-16,0,0
94,2023-07-16,Web,otp_verified,2023-07-16 18:33:00,2023-07-16,otp,2023-07-16,0,0
94,2023-07-16,Web,account_created,2023-07-16 19:03:00,2023-07-16,create_account,2023-07-16,0,1
95,2023-07-23,Web,landing_page,2023-07-23 17:00:00,2023-07-23,signup,2023-07-23,0,0
95,2023-07-23,Web,signup_start,2023-07-23 17:32:00,2023-07-23,signup,2023-07-23,0,0
96,2023-07-25,Mobile,landing_page,2023-07-25 16:00:00,2023-07-25,signup,2023-07-25,0,0
96,2023-07-25,Mobile,signup_start,2023-07-25 16:33:00,2023-07-25,signup,2023-07-25,0,0
96,2023-07-25,Mobile,otp_requested,2023-07-25 17:02:00,2023-07-25,otp,2023-07-25,0,0
96,2023-07-25,Mobile,otp_verified,2023-07-25 17:33:00,2023-07-25,otp,2023-07-25,0,0
96,2023-07-25,Mobile,account_created,2023-07-25 18:05:00,2023-07-25,create_account,2023-07-25,0,1
97,2023-07-17,Mobile,landing_page,2023-07-17 17:03:00,2023-07-17,signup,2023-07-17,0,0
97,2023-07-17,Mobile,signup_start,2023-07-17 17:31:00,2023-07-17,signup,2023-07-17,0,0
97,2023-07-17,Mobile,otp_requested,2023-07-17 18:00:00,2023-07-17,otp,2023-07-17,0,0
97,2023-07-17,Mobile,otp_verified,2023-07-17 18:32:00,2023-07-17,otp,2023-07-17,0,0
97,2023-07-17,Mobile,account_created,2023-07-17 19:00:00,2023-07-17,create_account,2023-07-17,0,1
98,2023-07-23,Web,landing_page,2023-07-23 15:01:00,2023-07-23,signup,2023-07-23,0,0
98,2023-07-23,Web,signup_start,2023-07-23 15:30:00,2023-07-23,signup,2023-07-23,0,0
98,2023-07-23,Web,otp_requested,2023-07-23 16:00:00,2023-07-23,otp,2023-07-23,0,0
98,2023-07-23,Web,otp_verified,2023-07-23 16:35:00,2023-07-23,otp,2023-07-23,0,0
98,2023-07-23,Web,account_created,2023-07-23 17:00:00,2023-07-23,create_account,2023-07-23,0,1
99,2023-07-26,Web,landing_page,2023-07-26 11:04:00,2023-07-26,signup,2023-07-26,0,0
99,2023-07-26,Web,signup_start,2023-07-26 11:35:00,2023-07-26,signup,2023-07-26,0,0
100,2023-07-08,Web,landing_page,2023-07-08 14:05:00,2023-07-08,signup,2023-07-08,0,0
100,2023-07-08,Web,signup_start,2023-07-08 14:34:00,2023-07-08,signup,2023-07-08,0,0
100,2023-07-08,Web,otp_requested,2023-07-08 15:03:00,2023-07-08,otp,2023-07-08,0,0
100,2023-07-08,Web,otp_verified,2023-07-08 15:35:00,2023-07-08,otp,2023-07-08,0,0
100,2023-07-08,Web,account_created,2023-07-08 16:02:00,2023-07-08,create_account,2023-07-08,0,1
